username,GTS,cluster_name,username,followers,following,public_repos_reported,public_gists,account_age_days,profile_updated_days_ago,has_bio,has_company,has_blog,hireable,site_admin,repos_fetched,total_stars,avg_stars,total_forks,avg_forks,total_watchers,avg_watchers,total_open_issues,avg_open_issues,avg_repo_size_kb,median_repo_size_kb,fork_ratio,archived_ratio,disabled_ratio,has_pages_ratio,has_issues_ratio,unique_languages,top_language_share,days_since_last_push,days_since_last_repo_update,events_fetched,events_PushEvent,events_PullRequestEvent,events_PullRequestReviewEvent,events_IssuesEvent,events_IssueCommentEvent,events_CreateEvent,events_ForkEvent,events_WatchEvent,days_since_last_event,log_followers,log_total_stars,log_total_forks,log_total_watchers,follower_following_ratio,cluster_label,cluster_name,GTS
KaganAyten,32.849523516757664,Average,KaganAyten,362,20,24,5,2681.395933,7.384925902,1,0,1,0,0,24,251,10.45833333,48,2.0,251,10.45833333,0,0.0,54113.54167,8184.5,0.0,0.0,0.0,0.0,1.0,3,0.916666667,54.33847914,11.75844442,0,0,0,0,0,0,0,0,0,0.0,5.894402834,5.529429088,3.891820298,5.529429088,17.23809524,1,Average,32.849523516757664
justinbchau,32.82442525472806,Weak,justinbchau,463,12,61,1,2607.796118,49.12415007,1,0,0,1,0,30,184,6.133333333,102,3.4,184,6.133333333,77,2.566666667,14885.33333,563.5,0.133333333,0.0,0.0,0.166666667,0.866666667,7,0.5,385.8141616,15.21386072,0,0,0,0,0,0,0,0,0,0.0,6.139884552,5.220355825,4.634728988,5.220355825,35.61538462,0,Weak,32.82442525472806
capt-meelo,32.80541139174438,Average,capt-meelo,528,0,11,0,2792.539747,29.86389047,1,0,1,0,0,11,1961,178.2727273,370,33.63636364,1961,178.2727273,21,1.909090909,6872.272727,113.0,0.181818182,0.0,0.0,0.090909091,0.818181818,6,0.4,474.7346659,1.415834913,0,0,0,0,0,0,0,0,0,0.0,6.270988432,7.58171964,5.916202063,7.58171964,528.0,1,Average,32.80541139174438
JapneetSachdeva1,32.79840917167505,Average,JapneetSachdeva1,429,0,23,0,2596.344114,83.70212277,1,0,1,0,0,23,226,9.826086957,157,6.826086957,226,9.826086957,2,0.086956522,584.0434783,67.0,0.086956522,0.0,0.0,0.043478261,0.913043478,5,0.470588235,34.66244685,0.518951478,0,0,0,0,0,0,0,0,0,0.0,6.063785209,5.424950017,5.062595033,5.424950017,429.0,1,Average,32.79840917167505
anasmohammad611,32.79608632035595,Average,anasmohammad611,834,784,33,0,2752.241061,90.27593374,0,0,1,1,0,30,49,1.633333333,1,0.033333333,49,1.633333333,0,0.0,3208.9,271.0,0.3,0.0,0.0,0.0,0.7,8,0.3,217.7047995,24.49391985,0,0,0,0,0,0,0,0,0,0.0,6.727431725,3.912023005,0.693147181,3.912023005,1.062420382,1,Average,32.79608632035595
ecabestadistica,32.77751324559613,Average,ecabestadistica,326,3,25,0,2647.96562,48.09895342,1,0,1,0,0,25,629,25.16,1251,50.04,629,25.16,3,0.12,80202.04,31237.0,0.4,0.0,0.0,0.0,0.6,4,0.666666667,43.30246037,0.278085369,0,0,0,0,0,0,0,0,0,0.0,5.789960171,6.445719819,7.132497552,6.445719819,81.5,1,Average,32.77751324559613
blaCCkHatHacEEkr,32.77167032438099,Average,blaCCkHatHacEEkr,1288,0,1,0,2452.310289,1087.853518,1,0,1,1,0,1,13690,13690.0,2456,2456.0,13690,13690.0,26,26.0,1498801.0,1498801.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1048.595301,1.137650421,0,0,0,0,0,0,0,0,0,0.0,7.161622003,9.524493962,7.806696373,9.524493962,1288.0,1,Average,32.77167032438099
RedstoneWill,32.74462748251952,Average,RedstoneWill,1254,1,15,0,2934.688402,908.6507747,1,0,1,0,0,15,3494,232.9333333,1302,86.8,3494,232.9333333,8,0.533333333,22431.53333,4182.0,0.2,0.0,0.0,0.066666667,0.8,2,0.888888889,460.4297677,0.542892717,0,0,0,0,0,0,0,0,0,0.0,7.134890852,8.159088655,7.172424577,8.159088655,627.0,1,Average,32.74462748251952
odysseusmax,32.737588008211716,Weak,odysseusmax,303,12,50,0,2943.397588,13.77518023,1,0,0,0,0,30,374,12.46666667,779,25.96666667,374,12.46666667,56,1.866666667,7716.266667,106.0,0.433333333,0.0,0.0,0.066666667,0.533333333,3,0.842105263,770.8642196,2.00303903,1,0,0,0,0,0,0,0,1,13.77509922,5.717027701,5.926926026,6.65929392,5.926926026,23.30769231,0,Weak,32.737588008211716
svatostop,32.7321185690132,Weak,svatostop,403,2,19,6,2785.308501,0.729762821,1,0,0,0,0,19,393,20.68421053,18,0.947368421,393,20.68421053,7,0.368421053,102536.3158,478.0,0.105263158,0.0,0.0,0.0,0.894736842,5,0.4375,13.08637162,1.095017451,3,3,0,0,0,0,0,0,0,13.08636004,6.001414878,5.976350909,2.944438979,5.976350909,134.3333333,0,Weak,32.7321185690132
crypto318,32.69195243803727,Weak,crypto318,856,903,545,0,2603.390745,1.038186788,0,0,0,0,0,30,25,0.833333333,0,0.0,25,0.833333333,0,0.0,27851.66667,2974.0,1.0,0.0,0.0,0.0,0.0,0,0.0,93.18599929,10.95699466,30,0,0,0,0,0,0,11,19,0.461161326,6.753437919,3.258096538,0.0,3.258096538,0.946902655,0,Weak,32.69195243803727
Ranginang67,32.65548914450294,Average,Ranginang67,1284,0,11,1,2769.80464,2264.160288,1,0,1,0,0,11,3209,291.7272727,903,82.09090909,3209,291.7272727,140,12.72727273,2124.909091,504.0,0.0,0.0,0.0,0.090909091,1.0,4,0.625,603.8088067,0.238054392,0,0,0,0,0,0,0,0,0,0.0,7.158513997,8.074026216,6.80682936,8.074026216,1284.0,1,Average,32.65548914450294
UnityGameAcademy,32.63913969000583,Average,UnityGameAcademy,336,0,23,0,2601.21656,525.9323935,0,1,1,0,0,23,262,11.39130435,102,4.434782609,262,11.39130435,1,0.043478261,60209.73913,12284.0,0.0,0.0,0.0,0.0,1.0,3,0.772727273,1586.753898,34.82487033,0,0,0,0,0,0,0,0,0,0.0,5.82008293,5.572154032,4.634728988,5.572154032,336.0,1,Average,32.63913969000583
Saidiislam,32.593105760236824,Weak,Saidiislam,722,1147,32,3,2662.643149,182.6385775,1,0,0,1,0,30,21,0.7,3,0.1,21,0.7,0,0.0,20205.76667,850.0,0.433333333,0.0,0.0,0.033333333,0.566666667,4,0.8125,873.1276979,40.23630897,0,0,0,0,0,0,0,0,0,0.0,6.583409222,3.091042453,1.386294361,3.091042453,0.628919861,0,Weak,32.593105760236824
shiyunbo,32.576594288010476,Average,shiyunbo,433,1,13,0,2861.635142,1707.47976,1,0,1,0,0,13,246,18.92307692,158,12.15384615,246,18.92307692,10,0.769230769,24830.30769,19.0,0.153846154,0.0,0.0,0.076923077,0.846153846,3,0.636363636,1164.861832,24.29177391,0,0,0,0,0,0,0,0,0,0.0,6.073044534,5.509388337,5.068904202,5.509388337,216.5,1,Average,32.576594288010476
samm0uda,32.55297481951122,Weak,samm0uda,239,0,3,0,2518.468798,2.599376378,0,0,1,0,0,3,30,10.0,10,3.333333333,30,10.0,1,0.333333333,14491.0,14607.0,0.333333333,0.0,0.0,0.333333333,0.666666667,1,1.0,28.35213101,16.8390986,4,4,0,0,0,0,0,0,0,28.35213101,5.480638923,3.433987204,2.397895273,3.433987204,239.0,0,Weak,32.55297481951122
ruymon,32.54496496785753,Weak,ruymon,339,141,101,7,2471.954017,4.37369278,0,1,0,0,0,30,57,1.9,8,0.266666667,57,1.9,9,0.3,3413.7,218.5,0.266666667,0.0,0.0,0.1,0.733333333,7,0.48,221.906459,28.30826454,0,0,0,0,0,0,0,0,0,0.0,5.828945618,4.060443011,2.197224577,4.060443011,2.387323944,0,Weak,32.54496496785753
MInggongK,32.53394707344155,Average,MInggongK,281,43,14,0,2490.529471,520.1761953,1,1,0,0,0,14,1474,105.2857143,149,10.64285714,1474,105.2857143,15,1.071428571,57756.57143,1680.5,0.571428571,0.0,0.0,0.0,0.428571429,2,0.6,527.8146444,0.410905947,0,0,0,0,0,0,0,0,0,0.0,5.641907071,7.296413269,5.010635294,7.296413269,6.386363636,1,Average,32.53394707344155
huseyineneserturk,32.524106048802366,Weak,huseyineneserturk,258,216,12,0,2554.261715,0.048463028,1,0,0,0,0,12,32,2.666666667,3,0.25,32,2.666666667,0,0.0,14860.91667,6501.0,0.166666667,0.0,0.0,0.0,0.833333333,6,0.222222222,1.216993121,1.216946825,6,4,0,0,0,0,0,0,2,1.216993121,5.556828062,3.496507561,1.386294361,3.496507561,1.188940092,0,Weak,32.524106048802366
kshitijofficial,32.47425408597933,Weak,kshitijofficial,269,5,210,2,2424.452613,31.32682607,0,0,0,0,0,30,64,2.133333333,68,2.266666667,64,2.133333333,7,0.233333333,203.6,11.5,0.0,0.0,0.0,0.0,1.0,4,0.666666667,12.09340015,9.884025146,30,30,0,0,0,0,0,0,0,1.67179135,5.598421959,4.17438727,4.234106505,4.17438727,44.83333333,0,Weak,32.47425408597933
kxndemir,32.443345211467594,Average,kxndemir,270,325,11,0,2442.356132,962.073632,1,1,0,0,0,11,23,2.090909091,8,0.727272727,23,2.090909091,2,0.181818182,1004.909091,5.0,0.181818182,0.181818182,0.090909091,0.0,0.818181818,2,0.571428571,967.1324283,14.78710422,0,0,0,0,0,0,0,0,0,0.0,5.602118821,3.17805383,2.197224577,3.17805383,0.828220859,1,Average,32.443345211467594
BrunaCarla23,32.437904921230654,Average,BrunaCarla23,247,347,8,0,2594.431633,2560.325579,1,1,0,0,0,8,5,0.625,0,0.0,5,0.625,0,0.0,2167.5,918.5,0.75,0.0,0.0,0.0,0.0,4,0.285714286,2560.787871,2227.829735,0,0,0,0,0,0,0,0,0,0.0,5.513428746,1.791759469,0.0,1.791759469,0.709770115,1,Average,32.437904921230654
lklima,32.42157883808023,Average,lklima,288,14,29,0,2673.101423,24.11745298,1,1,0,0,0,29,1372,47.31034483,177,6.103448276,1372,47.31034483,116,4.0,10510.31034,2904.0,0.137931034,0.0,0.0,0.0,0.862068966,4,0.5,107.9020247,3.503645113,0,0,0,0,0,0,0,0,0,0.0,5.666426688,7.224753406,5.18178355,7.224753406,19.2,1,Average,32.42157883808023
Flowseal,32.40969331992743,Weak,Flowseal,2532,0,4,0,2464.094419,24.36204625,0,0,0,0,0,4,22612,5653.0,1879,469.75,22612,5653.0,1790,447.5,1510.0,652.0,0.25,0.0,0.0,0.0,0.75,3,0.333333333,0.369280045,0.039685138,30,2,1,0,13,14,0,0,0,0.045819397,7.83715965,10.02628024,7.539027056,10.02628024,2532.0,0,Weak,32.40969331992743
glepnir,32.39912398938485,Weak,glepnir,1734,12,26,0,2761.583379,9.670126401,0,0,0,0,0,26,2457,94.5,185,7.115384615,2457,94.5,5,0.192307692,131256.6538,1261.0,0.461538462,0.0,0.0,0.038461538,0.538461538,8,0.266666667,0.428262976,0.62151529,28,19,2,2,0,2,0,0,0,0.251330105,7.458762692,7.80710329,5.225746674,7.80710329,133.3846154,0,Weak,32.39912398938485
buabaj,32.326218931678646,Weak,buabaj,276,66,86,3,2490.1283,72.47530183,1,0,0,1,0,30,35,1.166666667,12,0.4,35,1.166666667,1,0.033333333,24805.43333,338.5,0.5,0.033333333,0.033333333,0.0,0.5,5,0.625,370.3072347,243.1770842,0,0,0,0,0,0,0,0,0,0.0,5.624017506,3.583518938,2.564949357,3.583518938,4.119402985,0,Weak,32.326218931678646
scikit-learn,32.31268131029168,Average,scikit-learn,5233,0,16,0,5661.592282,103.2904418,1,0,1,0,0,16,65058,4066.125,26852,1678.25,65058,4066.125,2180,136.25,380281.5,115.5,0.0,0.0625,0.0,0.375,1.0,5,0.583333333,23.36088158,23.14443482,0,0,0,0,0,0,0,0,0,0.0,8.562931083,11.08304983,10.19813283,11.08304983,5233.0,1,Average,32.31268131029168
vsg-dev,32.30541040128243,Average,vsg-dev,442,0,13,0,2654.388008,1168.103136,1,0,1,0,0,13,2258,173.6923077,541,41.61538462,2258,173.6923077,100,7.692307692,21973.53846,2543.0,0.076923077,0.0,0.0,0.153846154,0.923076923,4,0.692307692,1.1473369,1.147290603,0,0,0,0,0,0,0,0,0,0.0,6.09356977,7.722677516,6.295266001,7.722677516,442.0,1,Average,32.30541040128243
han109k,32.28893405955885,Average,han109k,272,277,20,0,2520.609422,8.53702583,0,1,0,1,0,20,58,2.9,16,0.8,58,2.9,2,0.1,3524.9,282.0,0.05,0.1,0.0,0.05,0.95,8,0.388888889,618.0874078,23.3802087,0,0,0,0,0,0,0,0,0,0.0,5.609471795,4.077537444,2.833213344,4.077537444,0.978417266,1,Average,32.28893405955885
sanfengAndroid,32.28571172769735,Average,sanfengAndroid,328,0,14,0,2956.620476,100.234284,1,1,0,0,0,14,1296,92.57142857,366,26.14285714,1296,92.57142857,26,1.857142857,8309.071429,716.0,0.071428571,0.0,0.0,0.142857143,0.928571429,6,0.272727273,57.21536036,18.49032564,0,0,0,0,0,0,0,0,0,0.0,5.796057751,7.167809184,5.905361848,7.167809184,328.0,1,Average,32.28571172769735
cybergalactic,32.28438874092535,Average,cybergalactic,481,0,3,0,2689.499807,2.323615257,0,1,1,0,0,3,1256,418.6666667,308,102.6666667,1256,418.6666667,1,0.333333333,83372.0,104878.0,0.0,0.0,0.0,0.0,1.0,2,0.5,35.32729581,0.638441646,0,0,0,0,0,0,0,0,0,0.0,6.177944114,7.136483209,5.733341277,7.136483209,481.0,1,Average,32.28438874092535
bitterzzZZ,32.23492678583085,Average,bitterzzZZ,262,21,23,0,2655.360347,1457.807488,1,0,1,0,0,23,1076,46.7826087,175,7.608695652,1076,46.7826087,2,0.086956522,1405978.391,7123.0,0.869565217,0.0,0.043478261,0.0,0.130434783,3,0.5,1424.582349,17.53680531,0,0,0,0,0,0,0,0,0,0.0,5.572154032,6.981934677,5.170483995,6.981934677,11.90909091,1,Average,32.23492678583085
Klowby,32.21998960013122,Weak,Klowby,334,333,4,0,2736.683758,301.4466519,1,0,0,0,0,4,14,3.5,0,0.0,14,3.5,0,0.0,1066.25,102.0,0.5,0.0,0.0,0.25,1.0,3,0.333333333,0.177496816,0.17745052,6,4,0,0,0,0,0,0,2,0.177485242,5.814130532,2.708050201,0.0,2.708050201,1.0,0,Weak,32.21998960013122
hq450,32.164943298725554,Weak,hq450,1958,1,5,1,2729.4944,46.81530294,0,0,0,0,0,5,24244,4848.8,6899,1379.8,24244,4848.8,111,22.2,2144988.6,25839.0,0.6,0.0,0.0,0.2,0.2,2,0.5,0.888717289,0.604307566,30,26,0,0,0,4,0,0,0,0.888705715,7.580189418,10.09596569,8.839276691,10.09596569,979.0,0,Weak,32.164943298725554
SpiritMark,32.1572642446684,Average,SpiritMark,851,2442,14,0,2602.349635,67.29443781,1,1,0,0,0,14,14,1.0,0,0.0,14,1.0,1,0.071428571,1268.0,33.5,0.214285714,0.0,0.071428571,0.0,0.785714286,5,0.454545455,45.51722717,18.53172948,0,0,0,0,0,0,0,0,0,0.0,6.747586527,2.708050201,0.0,2.708050201,0.348342202,1,Average,32.1572642446684
0vm,32.15614344753153,Weak,0vm,10277,2,11,0,1810.626752,15.86911298,1,0,0,1,0,11,696,63.27272727,79,7.181818182,696,63.27272727,11,1.0,505.6363636,54.0,0.181818182,0.0,0.0,0.0,0.818181818,4,0.5,141.4690898,1.657527334,1,0,0,0,0,1,0,0,0,18.39679817,9.237760968,6.546785411,4.382026635,6.546785411,3425.666667,0,Weak,32.15614344753153
redianmarku,32.072227773467176,Weak,redianmarku,761,46,115,1,2725.113194,13.22291585,0,0,1,0,0,30,467,15.56666667,232,7.733333333,467,15.56666667,18,0.6,2705.533333,559.5,0.1,0.0,0.0,0.3,0.9,5,0.346153846,417.8838649,1.399871865,0,0,0,0,0,0,0,0,0,0.0,6.635946556,6.148468296,5.451038454,6.148468296,16.19148936,0,Weak,32.072227773467176
lockedbyte,32.060339661822,Average,lockedbyte,502,34,9,2,2883.14655,384.449409,1,0,1,0,0,9,2478,275.3333333,647,71.88888889,2478,275.3333333,26,2.888888889,13208.88889,4046.0,0.0,0.0,0.0,0.0,1.0,3,0.666666667,1030.857557,0.960473857,0,0,0,0,0,0,0,0,0,0.0,6.22059017,7.815610532,6.473890696,7.815610532,14.34285714,1,Average,32.060339661822
kurogai,32.055655563654675,Weak,kurogai,457,89,80,1,2599.446028,30.40977765,1,0,0,1,0,30,3073,102.4333333,472,15.73333333,3073,102.4333333,2,0.066666667,21210.26667,543.5,0.8,0.0,0.0,0.0,0.2,3,0.5,117.4872661,1.416814684,0,0,0,0,0,0,0,0,0,0.0,6.126869184,8.030734924,6.159095388,8.030734924,5.077777778,0,Weak,32.055655563654675
crow821,32.03260041097711,Average,crow821,280,0,7,1,2833.718048,123.6434414,1,1,0,0,0,7,1743,249.0,338,48.28571429,1743,249.0,0,0.0,34189.57143,4449.0,0.0,0.0,0.0,0.142857143,1.0,3,0.333333333,99.63202938,6.750652066,0,0,0,0,0,0,0,0,0,0.0,5.638354669,7.463936604,5.826000107,7.463936604,280.0,1,Average,32.03260041097711
aahmad097,32.005094101875784,Weak,aahmad097,370,28,15,1,2884.165352,12.98992405,1,0,0,0,0,15,2073,138.2,419,27.93333333,2073,138.2,1,0.066666667,51698.86667,133.0,0.333333333,0.0,0.0,0.0,0.666666667,5,0.428571429,20.34786387,1.408569885,1,1,0,0,0,0,0,0,0,20.34785229,5.916202063,7.637234389,6.040254711,7.637234389,12.75862069,0,Weak,32.005094101875784
Quenedi,31.99959008108152,Average,Quenedi,699,3652,25,0,2780.1806,122.1319891,1,0,1,0,0,25,37,1.48,1,0.04,37,1.48,0,0.0,2462.04,1427.0,0.0,0.0,0.0,0.08,1.0,4,0.52173913,1546.809292,40.87204693,0,0,0,0,0,0,0,0,0,0.0,6.551080335,3.63758616,0.693147181,3.63758616,0.191349576,1,Average,31.99959008108152
jtriley2p,31.934637161015992,Weak,jtriley2p,964,130,131,16,2755.02305,38.16691609,1,0,0,1,0,30,256,8.533333333,21,0.7,256,8.533333333,0,0.0,4976.933333,21.0,0.266666667,0.0,0.0,0.0,0.7,7,0.423076923,45.9868235,41.37257581,0,0,0,0,0,0,0,0,0,0.0,6.872128101,5.549076085,3.091042453,5.549076085,7.358778626,0,Weak,31.934637161015992
yjh0410,31.93456166372156,Weak,yjh0410,455,3,64,0,2963.635187,57.27949261,1,0,0,0,0,30,736,24.53333333,169,5.633333333,736,24.53333333,42,1.4,7199.3,356.5,0.3,0.0,0.0,0.0,0.7,2,0.956521739,145.3451523,3.528612976,1,1,0,0,0,0,0,0,0,17.27420325,6.12249281,6.602587892,5.135798437,6.602587892,113.75,0,Weak,31.93456166372156
mina1460,31.91837678906965,Weak,mina1460,396,78,33,1,2491.322364,25.38906559,0,1,0,0,0,30,21,0.7,11,0.366666667,21,0.7,2,0.066666667,77414.66667,3568.5,0.466666667,0.0,0.0,0.1,0.5,6,0.421052632,355.0110911,7.318938276,0,0,0,0,0,0,0,0,0,0.0,5.983936281,3.091042453,2.48490665,3.091042453,5.012658228,0,Weak,31.91837678906965
brunagil,31.8799294022122,Weak,brunagil,330,123,61,0,2742.113936,108.2801743,1,0,0,1,0,30,50,1.666666667,9,0.3,50,1.666666667,14,0.466666667,19698.16667,1077.0,0.5,0.066666667,0.0,0.033333333,0.5,5,0.357142857,199.2907993,82.04479238,0,0,0,0,0,0,0,0,0,0.0,5.802118375,3.931825633,2.302585093,3.931825633,2.661290323,0,Weak,31.8799294022122
wqaetly,31.87756718680022,Weak,wqaetly,538,38,67,1,2956.401806,4.465798768,0,0,0,0,0,30,533,17.76666667,121,4.033333333,533,17.76666667,0,0.0,61107.9,10235.5,0.766666667,0.0,0.0,0.033333333,0.2,6,0.583333333,19.52647006,1.642951545,12,9,0,0,0,0,0,0,3,1.281064971,6.289715571,6.280395839,4.804021045,6.280395839,13.79487179,0,Weak,31.87756718680022
krlvm,31.851733509839804,Weak,krlvm,384,0,37,1,2438.674291,19.36637468,0,0,0,0,0,30,5955,198.5,397,13.23333333,5955,198.5,130,4.333333333,11255.2,2960.0,0.366666667,0.066666667,0.0,0.033333333,0.633333333,5,0.565217391,17.06088857,0.091177924,4,2,0,0,0,2,0,0,0,17.060877,5.953243334,8.692154394,5.986452005,8.692154394,384.0,0,Weak,31.851733509839804
VisDrone,31.74026079766283,Average,VisDrone,610,2,17,0,2858.629918,74.77267218,1,0,1,0,0,17,3733,219.5882353,482,28.35294118,3733,219.5882353,167,9.823529412,5684.529412,885.0,0.235294118,0.0,0.0,0.0,0.764705882,3,0.555555556,120.1848365,1.591260141,0,0,0,0,0,0,0,0,0,0.0,6.415096959,8.225235324,6.180016654,8.225235324,203.3333333,1,Average,31.74026079766283
pkulzc,31.739953827100045,Average,pkulzc,276,4,2,0,2940.991108,756.6637819,1,1,0,0,0,2,8,4.0,5,2.5,8,4.0,0,0.0,345454.5,345454.5,1.0,0.0,0.0,0.0,0.0,2,0.5,2066.997393,1789.555402,0,0,0,0,0,0,0,0,0,0.0,5.624017506,2.197224577,1.791759469,2.197224577,55.2,1,Average,31.739953827100045
younesbelkada,31.739917518736256,Weak,younesbelkada,848,62,91,29,2509.345685,12.35882144,0,0,0,1,0,30,27,0.9,5,0.166666667,27,0.9,3,0.1,34937.2,6108.5,0.833333333,0.0,0.0,0.0,0.133333333,4,0.769230769,20.87259459,131.2195853,1,0,0,0,0,0,0,0,1,3.011807553,6.744059186,3.33220451,1.791759469,3.33220451,13.46031746,0,Weak,31.739917518736256
iidmsa,31.722543907654792,Weak,iidmsa,1167,0,3,0,2735.912897,13.7699221,0,0,0,0,0,3,10,3.333333333,2,0.666666667,10,3.333333333,0,0.0,5534859.0,2944294.0,1.0,0.0,0.0,0.0,0.0,2,0.5,1.909077189,1.911843392,29,10,14,0,0,2,3,0,0,1.908128115,7.063048163,2.397895273,1.098612289,2.397895273,1167.0,0,Weak,31.722543907654792
goran-revops,31.682489978349,Weak,goran-revops,311,4391,11,12,2610.362453,54.99541594,1,0,0,0,0,11,38,3.454545455,6,0.545454545,38,3.454545455,0,0.0,105786.2727,29996.0,0.818181818,0.0,0.0,0.0,0.181818182,5,0.375,69.57815899,69.57734881,1,0,0,0,0,0,0,0,1,10.64403862,5.743003188,3.663561646,1.945910149,3.663561646,0.070810565,0,Weak,31.682489978349
HRSadeghi,31.670656815698607,Average,HRSadeghi,830,19,10,0,2540.147583,0.430928122,1,1,0,0,0,10,48,4.8,4,0.4,48,4.8,2,0.2,5588.7,1209.5,0.2,0.0,0.0,0.0,0.8,3,0.5,943.3345045,134.6543309,0,0,0,0,0,0,0,0,0,0.0,6.722629795,3.891820298,1.609437912,3.891820298,41.5,1,Average,31.670656815698607
Visualize-ML,31.663939952906347,Weak,Visualize-ML,22315,0,10,0,1368.471851,104.2880659,1,0,0,0,0,10,39255,3925.5,6973,697.3,39255,3925.5,42,4.2,254193.5,213400.5,0.0,0.0,0.0,0.0,1.0,1,1.0,66.12808903,0.402799677,30,0,0,0,14,16,0,0,0,11.23813533,10.01305919,10.57785958,8.849944227,10.57785958,22315.0,0,Weak,31.663939952906347
tan-xu,31.63346261739122,Average,tan-xu,782,0,10,0,2536.305701,17.67497157,1,0,1,0,0,10,11,1.1,1,0.1,11,1.1,0,0.0,25781.8,5486.5,0.8,0.0,0.0,0.1,0.1,1,1.0,245.5117771,198.03871,0,0,0,0,0,0,0,0,0,0.0,6.663132696,2.48490665,0.693147181,2.48490665,782.0,1,Average,31.63346261739122
shradha-khapra,31.539768291122,Average,shradha-khapra,11203,1,15,0,2968.685188,207.3892739,1,0,1,0,0,15,1902,126.8,1146,76.4,1902,126.8,122,8.133333333,1249.2,88.0,0.066666667,0.0,0.0,0.0,0.933333333,7,0.230769231,362.2579776,0.499401247,0,0,0,0,0,0,0,0,0,0.0,9.324026136,7.551186867,7.044905117,7.551186867,5601.5,1,Average,31.539768291122
Wh04m1001,31.51842995233585,Weak,Wh04m1001,965,55,57,3,2675.459687,0.364096884,1,0,0,1,0,30,2802,93.4,500,16.66666667,2802,93.4,22,0.733333333,360.9666667,71.5,0.3,0.0,0.0,0.0,0.6,3,0.65,221.0985066,1.415751977,0,0,0,0,0,0,0,0,0,0.0,6.873163834,7.938445551,6.216606101,7.938445551,17.23214286,0,Weak,31.51842995233585
haris741,31.48746710645211,Weak,haris741,333,12,22,1,2649.120742,2.436100449,1,0,0,1,0,22,13,0.590909091,17,0.772727273,13,0.590909091,4,0.181818182,36266.72727,266.0,0.636363636,0.045454545,0.0,0.045454545,0.318181818,6,0.3,298.6891907,25.33850786,0,0,0,0,0,0,0,0,0,0.0,5.811140993,2.63905733,2.890371758,2.63905733,25.61538462,0,Weak,31.48746710645211
sergeyshaykhullin,31.464827326717497,Weak,sergeyshaykhullin,1973,3,16,5,2579.220581,10.36161109,1,0,0,0,0,16,109,6.8125,30,1.875,109,6.8125,2,0.125,32765.25,756.0,0.8125,0.0,0.0,0.0,0.1875,6,0.3,672.9586944,97.43637961,3,0,0,0,0,0,0,0,3,11.98672683,7.58781722,4.700480366,3.433987204,4.700480366,493.25,0,Weak,31.464827326717497
maateusilva,31.44275762212796,Average,maateusilva,2293,0,13,1,2787.916794,5.956944937,1,0,1,0,0,13,696,53.53846154,202,15.53846154,696,53.53846154,86,6.615384615,1235.461538,128.0,0.0,0.0,0.0,0.0,1.0,5,0.416666667,205.8665746,6.139630122,0,0,0,0,0,0,0,0,0,0.0,7.738052298,6.546785411,5.313205979,6.546785411,2293.0,1,Average,31.44275762212796
yuyan-sec,31.441055725525324,Weak,yuyan-sec,277,660,5,0,2707.108116,136.5362756,0,0,1,0,0,5,1504,300.8,166,33.2,1504,300.8,6,1.2,2474.6,484.0,0.2,0.0,0.0,0.0,0.8,2,0.5,80.56664598,10.71995616,7,0,0,0,0,0,0,0,7,15.61118302,5.627621114,7.316548177,5.117993812,7.316548177,0.419062027,0,Weak,31.441055725525324
ssrsec,31.4130811316826,Weak,ssrsec,396,43,25,0,2532.428153,104.4136626,0,1,0,0,0,25,383,15.32,86,3.44,383,15.32,15,0.6,6358.32,130.0,0.4,0.0,0.04,0.0,0.6,3,0.727272727,195.6193802,3.243928803,6,0,0,0,0,0,0,0,6,3.858500562,5.983936281,5.950642553,4.465908119,5.950642553,9.0,0,Weak,31.4130811316826
galaxychuck,31.38831317956747,Weak,galaxychuck,310,12,17,0,2962.627475,3.363875681,1,0,0,0,0,17,33,1.941176471,35,2.058823529,33,1.941176471,0,0.0,17357.17647,797.0,0.823529412,0.0,0.0,0.0,0.176470588,8,0.181818182,0.148447441,4.466502996,3,0,0,0,0,1,0,1,1,4.466502996,5.739792912,3.526360525,3.583518938,3.526360525,23.84615385,0,Weak,31.38831317956747
verejava,31.387375811194495,Average,verejava,1070,12877,5,1,2822.692417,1766.383783,1,0,1,0,0,5,12,2.4,6,1.2,12,2.4,1,0.2,452.0,38.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1946.195901,40.2852644,0,0,0,0,0,0,0,0,0,0.0,6.97634807,2.564949357,1.945910149,2.564949357,0.083087436,1,Average,31.387375811194495
george0st,31.36395168538713,Weak,george0st,13481,75029,26,0,1528.448517,7.033887607,1,0,0,0,0,26,2639,101.5,81,3.115384615,2639,101.5,0,0.0,56520.88462,4119.0,0.653846154,0.0,0.0,0.0,0.307692308,5,0.692307692,89.62430427,0.505045015,20,0,0,0,0,0,0,0,20,13.25385288,9.509110741,7.878534196,4.406719247,7.878534196,0.179674797,0,Weak,31.36395168538713
