username,GTS,cluster_name,username,followers,following,public_repos_reported,public_gists,account_age_days,profile_updated_days_ago,has_bio,has_company,has_blog,hireable,site_admin,repos_fetched,total_stars,avg_stars,total_forks,avg_forks,total_watchers,avg_watchers,total_open_issues,avg_open_issues,avg_repo_size_kb,median_repo_size_kb,fork_ratio,archived_ratio,disabled_ratio,has_pages_ratio,has_issues_ratio,unique_languages,top_language_share,days_since_last_push,days_since_last_repo_update,events_fetched,events_PushEvent,events_PullRequestEvent,events_PullRequestReviewEvent,events_IssuesEvent,events_IssueCommentEvent,events_CreateEvent,events_ForkEvent,events_WatchEvent,days_since_last_event,log_followers,log_total_stars,log_total_forks,log_total_watchers,follower_following_ratio,cluster_label,cluster_name,GTS
Simplilearn-Edu,34.73361843240161,Average,Simplilearn-Edu,946,0,144,0,2628.411346,747.4890198,1,0,1,0,0,30,57,1.9,135,4.5,57,1.9,10,0.333333333,7846.766667,2357.5,0.033333333,0.0,0.0,0.0,0.966666667,3,0.333333333,709.5709411,72.42017724,0,0,0,0,0,0,0,0,0,0.0,6.853299093,4.060443011,4.912654886,4.060443011,946.0,1,Average,34.73361843240161
fengdu78,34.72877853233089,Average,fengdu78,13750,16,17,0,3272.249893,2.807427763,1,0,1,0,0,17,89658,5274.0,28663,1686.058824,89658,5274.0,195,11.47058824,123172.5882,28776.0,0.529411765,0.0,0.0,0.117647059,0.470588235,3,0.5,142.2792912,0.337346744,0,0,0,0,0,0,0,0,0,0.0,9.528866828,11.40376886,10.26339726,11.40376886,808.8235294,1,Average,34.72877853233089
Yuheng0101,34.71104008938623,Weak,Yuheng0101,456,4,11,1,2469.604782,9.704539237,1,0,0,0,0,11,997,90.63636364,117,10.63636364,997,90.63636364,3,0.272727273,3902.0,92.0,0.363636364,0.0,0.363636364,0.090909091,0.636363636,2,0.857142857,23.61452766,2.506460533,8,4,0,0,0,0,0,0,3,1.260534607,6.124683391,6.905753276,4.770684624,6.905753276,91.2,0,Weak,34.71104008938623
michellexliu,34.686618677712346,Average,michellexliu,396,13,24,0,2472.340639,137.9021439,1,0,1,0,0,24,578,24.08333333,65,2.708333333,578,24.08333333,26,1.083333333,31085.29167,2767.5,0.375,0.0,0.0,0.083333333,0.666666667,5,0.388888889,72.89644943,10.30736378,0,0,0,0,0,0,0,0,0,0.0,5.983936281,6.361302478,4.189654742,6.361302478,28.28571429,1,Average,34.686618677712346
sadekmehri,34.67571033014328,Weak,sadekmehri,305,577,28,0,2800.403739,16.35770925,1,0,0,1,0,28,61,2.178571429,3,0.107142857,61,2.178571429,2,0.071428571,7956.25,120.5,0.285714286,0.0,0.0,0.0,0.714285714,7,0.333333333,480.4545727,24.50137823,2,0,0,0,0,0,0,0,2,15.56194536,5.723585102,4.127134385,1.386294361,4.127134385,0.527681661,0,Weak,34.67571033014328
hanna-xu,34.644354505131,Weak,hanna-xu,338,22,26,0,2424.780602,33.31700268,0,1,0,0,0,26,1191,45.80769231,178,6.846153846,1191,45.80769231,82,3.153846154,44123.61538,14189.0,0.269230769,0.0,0.0,0.038461538,0.653846154,3,0.8,19.35126194,3.675440182,1,0,0,0,0,0,1,0,0,19.35125037,5.826000107,7.083387848,5.187385806,7.083387848,14.69565217,0,Weak,34.644354505131
jessilyneh,34.622966239926534,Average,jessilyneh,926,59,18,2,2886.221614,317.286209,1,1,0,0,0,18,142,7.888888889,3,0.166666667,142,7.888888889,0,0.0,21111.83333,643.0,0.222222222,0.0,0.0,0.0,0.777777778,4,0.5,343.0436048,68.66553767,0,0,0,0,0,0,0,0,0,0.0,6.831953566,4.96284463,1.386294361,4.96284463,15.43333333,1,Average,34.622966239926534
doit-now,34.53612217087873,Weak,doit-now,1841,0,64,0,2508.657934,2.411881195,1,0,0,0,0,30,485,16.16666667,149,4.966666667,485,16.16666667,5,0.166666667,15811.16667,586.5,0.0,0.0,0.0,0.033333333,1.0,3,0.80952381,12.89066592,12.89063119,7,5,0,0,0,0,1,0,0,2.39587425,7.518607217,6.186208624,5.010635294,6.186208624,1841.0,0,Weak,34.53612217087873
irisyann,34.535123812825816,Weak,irisyann,249,10,26,1,2543.322261,33.7443671,1,0,0,0,0,26,5,0.192307692,3,0.115384615,5,0.192307692,9,0.346153846,1918.923077,201.5,0.153846154,0.0,0.0,0.269230769,0.884615385,8,0.304347826,0.377630989,2.318718951,8,8,0,0,0,0,0,0,0,2.32073284,5.521460918,1.791759469,1.386294361,1.791759469,22.63636364,0,Weak,34.535123812825816
oroumand,34.4753484972249,Average,oroumand,455,0,30,0,2513.739764,52.57286586,1,0,1,0,0,30,191,6.366666667,98,3.266666667,191,6.366666667,19,0.633333333,21111.16667,1852.0,0.1,0.0,0.0,0.0,0.9,4,0.769230769,52.17566679,52.17562049,0,0,0,0,0,0,0,0,0,0.0,6.12249281,5.257495372,4.59511985,5.257495372,455.0,1,Average,34.4753484972249
SaraRasoulian,34.404409955677565,Average,SaraRasoulian,516,589,12,0,2455.405766,0.324284151,1,0,1,0,0,12,299,24.91666667,32,2.666666667,299,24.91666667,0,0.0,1076.833333,97.0,0.083333333,0.0,0.0,0.25,0.916666667,4,0.6,146.0526291,6.23766378,0,0,0,0,0,0,0,0,0,0.0,6.248042875,5.703782475,3.496507561,5.703782475,0.874576271,1,Average,34.404409955677565
KiFilterFiberContext,34.37889751579531,Weak,KiFilterFiberContext,305,3,25,3,2451.756929,10.13688302,1,0,0,0,0,25,1091,43.64,124,4.96,1091,43.64,4,0.16,22999.76,39.0,0.4,0.2,0.04,0.0,0.6,5,0.714285714,599.9741747,0.309024223,7,7,0,0,0,0,0,0,0,1.158746446,5.723585102,6.995766156,4.828313737,6.995766156,76.25,0,Weak,34.37889751579531
aheze,34.371740271659824,Weak,aheze,1901,173,138,144,2492.146302,11.34634867,0,0,0,0,0,30,260,8.666666667,59,1.966666667,260,8.666666667,4,0.133333333,15183.46667,798.5,0.433333333,0.033333333,0.0,0.033333333,0.566666667,3,0.909090909,25.57734404,25.57729774,8,1,0,0,0,0,0,0,7,8.965087091,7.550661243,5.564520407,4.094344562,5.564520407,10.92528736,0,Weak,34.371740271659824
NJul,34.34549929611295,Weak,NJul,1009,1591,37,6,2919.381522,243.7420894,1,0,0,1,0,30,85,2.833333333,5,0.166666667,85,2.833333333,4,0.133333333,77154.03333,574.5,0.633333333,0.0,0.0,0.4,0.366666667,5,0.333333333,110.9480847,24.49302687,0,0,0,0,0,0,0,0,0,0.0,6.91770561,4.454347296,1.791759469,4.454347296,0.63379397,0,Weak,34.34549929611295
willpirkleaudio,34.25993632750374,Average,willpirkleaudio,242,0,3,0,2442.292072,725.00331,0,1,1,0,0,3,463,154.3333333,65,21.66666667,463,154.3333333,14,4.666666667,77833.66667,53621.0,0.333333333,0.0,0.0,0.0,0.666666667,2,0.666666667,724.9937267,5.092800726,0,0,0,0,0,0,0,0,0,0.0,5.493061443,6.139884552,4.189654742,6.139884552,242.0,1,Average,34.25993632750374
siddhardhan23,34.2471880389007,Average,siddhardhan23,670,0,45,0,2751.281763,192.7958019,1,0,1,0,0,30,389,12.96666667,388,12.93333333,389,12.96666667,5,0.166666667,2283.366667,48.0,0.066666667,0.0,0.0,0.0,0.933333333,2,0.625,280.6117046,2.165674543,0,0,0,0,0,0,0,0,0,0.0,6.508769137,5.966146739,5.963579344,5.966146739,670.0,1,Average,34.2471880389007
jasonppy,34.22662564992599,Average,jasonppy,302,27,18,2,2553.799102,24.25731953,0,0,1,1,0,18,9005,500.2777778,854,47.44444444,9005,500.2777778,114,6.333333333,17558.55556,1302.0,0.388888889,0.0,0.0,0.222222222,0.555555556,5,0.428571429,122.8084306,0.236902867,0,0,0,0,0,0,0,0,0,0.0,5.713732806,9.105646301,6.751101469,9.105646301,10.78571429,1,Average,34.22662564992599
ben1234560,34.21918292909121,Average,ben1234560,410,2,8,0,2433.776562,24.65107559,1,0,1,0,0,8,9043,1130.375,1611,201.375,9043,1130.375,20,2.5,40455.125,12602.0,0.125,0.375,0.0,0.0,0.875,5,0.333333333,283.5321173,1.404374203,0,0,0,0,0,0,0,0,0,0.0,6.018593214,9.109856833,7.385230923,9.109856833,136.6666667,1,Average,34.21918292909121
24mlight,34.201611859025206,Weak,24mlight,314,10,68,0,2620.369588,1.339796319,1,0,0,0,0,30,3287,109.5666667,800,26.66666667,3287,109.5666667,44,1.466666667,54091.6,3240.5,0.7,0.0,0.033333333,0.033333333,0.3,4,0.666666667,51.54422919,1.404669004,18,0,0,0,0,0,0,0,18,1.551370393,5.752572639,8.098034756,6.685860947,8.098034756,28.54545455,0,Weak,34.201611859025206
FlavioAro,34.197216491157604,Average,FlavioAro,288,332,77,0,2964.102497,531.1150785,1,0,1,0,0,30,47,1.566666667,9,0.3,47,1.566666667,0,0.0,7232.0,180.5,0.0,0.0,0.0,0.0,1.0,10,0.344827586,1041.112729,80.36907156,0,0,0,0,0,0,0,0,0,0.0,5.666426688,3.871201011,2.302585093,3.871201011,0.864864865,1,Average,34.197216491157604
int3hh,34.185384343349966,Weak,int3hh,243,1401,27,30,2594.337596,4.362688668,0,0,0,0,0,27,16,0.592592593,5,0.185185185,16,0.592592593,6,0.222222222,4549.333333,245.0,0.592592593,0.0,0.037037037,0.037037037,0.407407407,10,0.217391304,57.99363774,26.39036228,30,9,0,0,0,0,0,0,21,0.09834839,5.497168225,2.833213344,1.791759469,2.833213344,0.173323823,0,Weak,34.185384343349966
h3h394,34.18123498820813,Average,h3h394,426,0,67,0,2718.066493,62.371875,1,0,1,0,0,30,106,3.533333333,86,2.866666667,106,3.533333333,174,5.8,2627.733333,2160.0,0.0,0.0,0.0,0.366666667,1.0,4,0.586206897,0.995347224,208.4736921,0,0,0,0,0,0,0,0,0,0.0,6.056784013,4.672828834,4.465908119,4.672828834,426.0,1,Average,34.18123498820813
ansohxxn,34.14604283826616,Average,ansohxxn,412,23,15,0,2743.345587,10.41444132,1,0,1,0,0,15,137,9.133333333,122,8.133333333,137,9.133333333,123,8.2,34041.13333,20.0,0.2,0.0,0.0,0.066666667,0.8,5,0.428571429,598.298064,18.83898993,0,0,0,0,0,0,0,0,0,0.0,6.023447593,4.927253685,4.812184355,4.927253685,17.16666667,1,Average,34.14604283826616
c1y2m3,34.13830950925888,Average,c1y2m3,278,123,16,0,2782.354399,66.59934149,1,0,1,0,0,16,577,36.0625,112,7.0,577,36.0625,25,1.5625,27379.625,1205.5,0.1875,0.0,0.0,0.0625,0.75,5,0.375,694.578485,14.90485075,0,0,0,0,0,0,0,0,0,0.0,5.631211782,6.359573869,4.727387819,6.359573869,2.241935484,1,Average,34.13830950925888
m0chan,34.122556285948484,Weak,m0chan,1270,14,33,0,2768.479387,1.369005052,1,0,0,0,0,30,919,30.63333333,406,13.53333333,919,30.63333333,4,0.133333333,12503.93333,461.5,0.566666667,0.0,0.0,0.166666667,0.433333333,6,0.384615385,151.3412157,2.150359219,2,0,0,0,0,0,0,0,2,8.907836071,7.147559271,6.82437367,6.008813185,6.82437367,84.66666667,0,Weak,34.122556285948484
Rudrabha,34.10998757392234,Average,Rudrabha,548,11,16,0,2964.736505,19.32380838,1,0,1,0,0,16,14207,887.9375,3093,193.3125,14207,887.9375,389,24.3125,32827.125,8858.0,0.25,0.0,0.0,0.125,0.6875,3,0.615384615,237.8006834,0.440127823,0,0,0,0,0,0,0,0,0,0.0,6.308098442,9.561560465,8.037220031,9.561560465,45.66666667,1,Average,34.10998757392234
jung-youjin,34.05415191714567,Weak,jung-youjin,389,75,91,2,2893.484694,2.860515814,0,0,1,0,0,30,9,0.3,0,0.0,9,0.3,17,0.566666667,153328.0667,7073.5,0.6,0.0,0.0,0.066666667,0.366666667,11,0.176470588,41.4047172,41.34566628,0,0,0,0,0,0,0,0,0,0.0,5.966146739,2.302585093,0.0,2.302585093,5.118421053,0,Weak,34.05415191714567
BryanAnariba,34.037131516768056,Average,BryanAnariba,395,558,20,0,2697.997721,251.6690632,1,1,0,0,0,20,12,0.6,2,0.1,12,0.6,30,1.5,30789.4,18043.5,0.1,0.0,0.0,0.05,0.9,6,0.333333333,234.8141095,234.8140748,0,0,0,0,0,0,0,0,0,0.0,5.981414211,2.564949357,1.098612289,2.564949357,0.706618962,1,Average,34.037131516768056
elyxdev,34.00113363487425,Weak,elyxdev,26672,0,14,0,817.9564887,439.557322,1,0,0,1,0,14,160,11.42857143,4059,289.9285714,160,11.42857143,4,0.285714286,29904.78571,75.5,0.071428571,0.0,0.142857143,0.071428571,0.857142857,4,0.692307692,41.88029656,9.681245639,4,4,0,0,0,0,0,0,0,19.61672018,10.1914071,5.081404365,8.308938253,5.081404365,26672.0,0,Weak,34.00113363487425
fuatkina,33.8390261737416,Weak,fuatkina,350,11,16,0,2567.501167,22.53342391,0,1,0,0,0,16,154,9.625,34,2.125,154,9.625,1,0.0625,9073.1875,9022.0,0.0,0.0,0.0,0.0,1.0,3,0.785714286,2.146572059,0.125148448,3,2,0,0,0,0,1,0,0,2.146572059,5.860786223,5.043425117,3.555348061,5.043425117,29.16666667,0,Weak,33.8390261737416
evilashz,33.71102985363039,Weak,evilashz,638,139,47,0,2465.904985,72.69851507,1,0,0,0,0,30,1046,34.86666667,184,6.133333333,1046,34.86666667,4,0.133333333,14675.3,1347.5,0.5,0.0,0.0,0.033333333,0.466666667,6,0.333333333,321.1629364,5.555274332,1,0,0,0,0,1,0,0,0,18.358816,6.459904454,6.953684211,5.220355825,6.953684211,4.557142857,0,Weak,33.71102985363039
kalintsenkov,33.70384735273493,Average,kalintsenkov,263,18,12,1,2553.106118,19.43116433,1,1,0,0,0,12,526,43.83333333,99,8.25,526,43.83333333,10,0.833333333,27654.66667,4285.0,0.166666667,0.0,0.0,0.0,0.833333333,1,1.0,767.1124259,2.226291643,0,0,0,0,0,0,0,0,0,0.0,5.575949103,6.267200549,4.605170186,6.267200549,13.84210526,1,Average,33.70384735273493
BoyceLig,33.69100102352859,Weak,BoyceLig,1154,0,17,0,2492.795452,9.552801167,0,0,0,0,0,17,266,15.64705882,37,2.176470588,266,15.64705882,0,0.0,82804.17647,12619.0,0.882352941,0.058823529,0.0,0.058823529,0.117647059,3,0.6,0.332720148,0.209340518,30,26,0,0,0,1,0,0,2,0.332708574,7.051855623,5.587248658,3.63758616,5.587248658,1154.0,0,Weak,33.69100102352859
justmeandopensource,33.685563300619826,Average,justmeandopensource,1682,0,21,0,2650.457171,5.188721832,0,1,1,0,0,21,2274,108.2857143,4844,230.6666667,2274,108.2857143,42,2.0,292.8095238,23.0,0.0,0.0,0.0,0.0,1.0,8,0.466666667,55.16872183,0.373177851,0,0,0,0,0,0,0,0,0,0.0,7.428333194,7.729735331,8.485702524,7.729735331,1682.0,1,Average,33.685563300619826
ahmedhesham47,33.678696543764914,Average,ahmedhesham47,275,448,24,0,2668.899914,12.09065431,1,0,1,0,0,24,27,1.125,0,0.0,27,1.125,0,0.0,17493.41667,1960.0,0.166666667,0.0,0.0,0.0,0.791666667,8,0.5,134.0653997,25.30832792,0,0,0,0,0,0,0,0,0,0.0,5.620400866,3.33220451,0.0,3.33220451,0.61247216,1,Average,33.678696543764914
omarahmedx14,33.67805585436144,Weak,omarahmedx14,1114,2,12,0,2866.157623,22.46075911,1,0,0,0,0,12,483,40.25,106,8.833333333,483,40.25,7,0.583333333,4429.75,447.5,0.25,0.0,0.0,0.083333333,0.75,3,0.625,19.29680078,0.328930408,5,4,0,0,0,0,1,0,0,19.29680078,7.016609684,6.182084907,4.672828834,6.182084907,371.3333333,0,Weak,33.67805585436144
CodeExplainedRepo,33.65610179864189,Average,CodeExplainedRepo,1196,0,25,57,2756.288915,283.1933133,1,0,1,0,0,25,1431,57.24,1492,59.68,1431,57.24,42,1.68,3591.24,178.0,0.0,0.0,0.0,0.08,1.0,3,0.72,564.9767508,22.08224851,0,0,0,0,0,0,0,0,0,0.0,7.087573706,7.266827348,7.308542798,7.266827348,1196.0,1,Average,33.65610179864189
ali1129js,33.637470060473994,Weak,ali1129js,312,898,126,2,2893.076431,263.6220441,1,0,0,1,0,30,4,0.133333333,0,0.0,4,0.133333333,83,2.766666667,2240.933333,919.5,0.766666667,0.0,0.0,0.066666667,0.233333333,2,0.833333333,1134.460065,409.6186298,0,0,0,0,0,0,0,0,0,0.0,5.746203191,1.609437912,0.0,1.609437912,0.34705228,0,Weak,33.637470060473994
LmeSzinc,33.60379511167493,Weak,LmeSzinc,1614,6,19,0,2878.303101,117.5973604,0,0,0,0,0,19,13383,704.3684211,1317,69.31578947,13383,704.3684211,1065,56.05263158,125546.7895,14646.0,0.526315789,0.0,0.105263158,0.0,0.473684211,4,0.692307692,0.401770153,0.310728487,30,6,4,0,16,4,0,0,0,0.401770153,7.387090236,9.501815243,7.183870715,9.501815243,230.5714286,0,Weak,33.60379511167493
anchal4561,33.59905523405352,Average,anchal4561,284,383,25,0,2881.455679,334.6055636,1,0,1,0,0,25,4,0.16,0,0.0,4,0.16,0,0.0,3501.2,176.0,0.04,0.0,0.0,0.04,0.96,3,0.714285714,320.3115011,40.31253114,0,0,0,0,0,0,0,0,0,0.0,5.65248918,1.609437912,0.0,1.609437912,0.739583333,1,Average,33.59905523405352
Notlynoel,33.57620196596939,Average,Notlynoel,644,700,8,0,2881.167668,15.39020298,1,1,0,0,0,8,8,1.0,0,0.0,8,1.0,0,0.0,1536.875,214.5,0.125,0.0,0.0,0.125,0.75,3,0.6,104.0119854,24.51230946,0,0,0,0,0,0,0,0,0,0.0,6.469250317,2.197224577,0.0,2.197224577,0.918687589,1,Average,33.57620196596939
AzharRivaldi,33.540068131077426,Average,AzharRivaldi,830,2,178,0,2586.824327,240.666052,1,0,1,0,0,30,330,11.0,190,6.333333333,330,11.0,2,0.066666667,420.6666667,149.5,0.0,0.0,0.0,0.0,1.0,3,0.586206897,222.62692,8.408019559,0,0,0,0,0,0,0,0,0,0.0,6.722629795,5.802118375,5.252273428,5.802118375,276.6666667,1,Average,33.540068131077426
Z3ratu1,33.51701838320764,Average,Z3ratu1,251,14,9,0,2507.822503,130.4464262,1,0,1,0,0,9,541,60.11111111,110,12.22222222,541,60.11111111,1,0.111111111,11058.88889,179.0,0.222222222,0.0,0.0,0.111111111,0.777777778,6,0.375,214.6462295,10.40100958,0,0,0,0,0,0,0,0,0,0.0,5.529429088,6.295266001,4.709530201,6.295266001,16.73333333,1,Average,33.51701838320764
VictimOfMaths,33.46746611973838,Weak,VictimOfMaths,328,3,33,0,2524.989674,40.48039191,1,0,0,0,0,30,375,12.5,82,2.733333333,375,12.5,5,0.166666667,47977.76667,2836.0,0.1,0.0,0.0,0.1,0.833333333,3,0.884615385,2.406884963,2.406838667,1,1,0,0,0,0,0,0,0,2.406884963,5.796057751,5.929589143,4.418840608,5.929589143,82.0,0,Weak,33.46746611973838
ManliestBen,33.4412130495587,Weak,ManliestBen,302,73,261,1,2956.766529,5.156898933,0,0,0,0,0,30,1,0.033333333,6,0.2,1,0.033333333,38,1.266666667,35071.83333,290.0,0.233333333,0.0,0.0,0.033333333,0.766666667,4,0.739130435,237.0440517,19.83960727,14,5,0,0,0,0,2,7,0,1.268368841,5.713732806,0.693147181,1.945910149,0.693147181,4.081081081,0,Weak,33.4412130495587
pandas-dev,33.39550423837837,Average,pandas-dev,5098,0,15,0,3462.014197,33.38240328,1,0,1,0,0,15,48074,3204.933333,19761,1317.4,48074,3204.933333,3716,247.7333333,157486.0,101.0,0.066666667,0.4,0.0,0.133333333,1.0,3,0.8,23.01595652,23.0505167,0,0,0,0,0,0,0,0,0,0.0,8.536799721,10.78051757,9.891516181,10.78051757,5098.0,1,Average,33.39550423837837
StatMixedML,33.38480429859808,Weak,StatMixedML,319,58,296,0,2773.52129,7.344310907,1,0,0,0,0,30,152,5.066666667,17,0.566666667,152,5.066666667,4,0.133333333,26579.16667,1101.0,0.966666667,0.0,0.0,0.0,0.033333333,3,0.333333333,66.28929933,18.63223915,2,0,0,0,0,0,0,0,2,1.486290073,5.768320996,5.030437921,2.890371758,5.030437921,5.406779661,0,Weak,33.38480429859808
uchiha-suraj,33.350088682423255,Average,uchiha-suraj,1421,322,60,0,2612.322578,42.66098126,1,1,0,0,0,30,178,5.933333333,37,1.233333333,178,5.933333333,1,0.033333333,2664.633333,332.0,0.0,0.0,0.0,0.0,1.0,3,0.8,985.668435,255.4732845,0,0,0,0,0,0,0,0,0,0.0,7.25981961,5.187385806,3.63758616,5.187385806,4.399380805,1,Average,33.350088682423255
FreedomWriter,33.33845424747259,Weak,FreedomWriter,290,54,144,1,2474.768713,118.2607617,1,0,0,1,0,30,9,0.3,9,0.3,9,0.3,11,0.366666667,5296.133333,525.0,0.7,0.0,0.0,0.033333333,0.3,5,0.47826087,471.011051,74.11972002,0,0,0,0,0,0,0,0,0,0.0,5.673323267,2.302585093,2.302585093,2.302585093,5.272727273,0,Weak,33.33845424747259
tj,33.31181890437017,Weak,tj,51530,45,296,551,6357.972427,8.140829698,0,1,0,0,0,30,15032,501.0666667,1091,36.36666667,15032,501.0666667,136,4.533333333,433.7666667,113.5,0.4,0.0,0.0,0.033333333,0.633333333,5,0.620689655,899.3307255,0.301304235,0,0,0,0,0,0,0,0,0,0.0,10.84993885,9.618003064,6.995766156,9.618003064,1120.217391,0,Weak,33.31181890437017
lukepolson,33.25128152031052,Weak,lukepolson,1250,8,38,0,2823.951505,28.37325226,1,0,0,0,0,30,188,6.266666667,88,2.933333333,188,6.266666667,11,0.366666667,36040.46667,3660.0,0.3,0.0,0.0,0.1,0.7,6,0.541666667,281.2501736,2.979097166,1,0,0,0,1,0,0,0,0,15.07971059,7.13169851,5.241747015,4.48863637,5.241747015,138.8888889,0,Weak,33.25128152031052
dennislamcv1,33.22455222697941,Weak,dennislamcv1,365,0,578,0,2819.834785,0.85366279,0,0,0,0,0,30,34,1.133333333,21,0.7,34,1.133333333,1,0.033333333,14111.76667,6967.5,0.066666667,0.0,0.0,0.0,0.933333333,5,0.818181818,775.5405957,0.423824827,30,28,0,0,0,0,2,0,0,0.713535475,5.902633333,3.555348061,3.091042453,3.555348061,365.0,0,Weak,33.22455222697941
galva-developer,33.19040520063721,Average,galva-developer,662,1073,29,0,2858.27538,12.36710485,1,1,0,0,0,29,24,0.827586207,3,0.103448276,24,0.827586207,0,0.0,8054.137931,320.0,0.103448276,0.0,0.0,0.0,0.896551724,10,0.391304348,98.2448479,98.24481318,0,0,0,0,0,0,0,0,0,0.0,6.49677499,3.218875825,1.386294361,3.218875825,0.616387337,1,Average,33.19040520063721
lilianweng,33.189289818975496,Average,lilianweng,11275,0,19,0,5336.162325,110.9003461,1,0,1,0,0,19,5150,271.0526316,1367,71.94736842,5150,271.0526316,73,3.842105263,65401.10526,1689.0,0.315789474,0.0,0.0,0.105263158,0.631578947,6,0.705882353,249.318147,0.536839107,0,0,0,0,0,0,0,0,0,0.0,9.330431852,8.54694615,7.221105098,8.54694615,11275.0,1,Average,33.189289818975496
lxgw,33.16374947942742,Weak,lxgw,3012,12,50,0,2434.640556,13.63680561,0,0,0,0,0,30,34975,1165.833333,825,27.5,34975,1165.833333,60,2.0,503071.2667,22148.5,0.066666667,0.166666667,0.0,0.033333333,0.933333333,3,0.666666667,6.194363482,0.186863482,29,7,0,0,2,4,0,0,0,0.662789408,8.010691539,10.46241739,6.716594774,10.46241739,231.6923077,0,Weak,33.16374947942742
hamuQonda,33.14160368940999,Weak,hamuQonda,302,1483,12,0,2602.630752,25.84109972,1,0,0,0,0,12,33,2.75,0,0.0,33,2.75,1,0.083333333,546.5,244.5,0.0,0.0,0.0,0.75,1.0,5,0.3,29.30175944,25.78501176,25,1,0,0,0,0,0,0,24,3.01822935,5.713732806,3.526360525,0.0,3.526360525,0.203504043,0,Weak,33.14160368940999
vnduda,33.094292699717364,Average,vnduda,408,14,10,0,2509.310763,80.46198958,1,0,1,0,0,10,36,3.6,6,0.6,36,3.6,86,8.6,444.6,90.0,0.1,0.0,0.0,0.1,0.9,5,0.285714286,370.9839919,179.2989803,0,0,0,0,0,0,0,0,0,0.0,6.013715156,3.610917913,1.945910149,3.610917913,27.2,1,Average,33.094292699717364
qtfreet00,33.09381063261125,Weak,qtfreet00,400,3,44,0,2769.524674,33.66680387,1,0,0,0,0,30,912,30.4,270,9.0,912,30.4,4,0.133333333,30832.16667,1722.0,0.8,0.0,0.0,0.0,0.2,7,0.263157895,775.6639451,2.214303874,7,0,0,0,0,0,0,0,7,15.52311174,5.993961427,6.816735881,5.602118821,6.816735881,100.0,0,Weak,33.09381063261125
tmabraham,33.06229729830418,Weak,tmabraham,539,26,55,8,2902.66789,9.553769512,0,0,0,0,0,30,630,21.0,45,1.5,630,21.0,9,0.3,61250.93333,5022.0,0.7,0.0,0.0,0.1,0.3,3,0.529411765,290.1983644,1.416651457,10,8,0,0,0,0,0,1,1,9.553063494,6.29156914,6.447305863,3.828641396,6.447305863,19.96296296,0,Weak,33.06229729830418
shikharkumar13,33.05046216184786,Average,shikharkumar13,628,8,25,0,2679.225593,219.7234752,1,1,0,0,0,25,188,7.52,50,2.0,188,7.52,0,0.0,12410.72,430.0,0.32,0.0,0.0,0.04,0.68,2,0.8125,142.4255122,17.18228305,0,0,0,0,0,0,0,0,0,0.0,6.444131257,5.241747015,3.931825633,5.241747015,69.77777778,1,Average,33.05046216184786
haram,33.049774665059246,Weak,haram,263,3,4,3,2552.470464,36.76550999,1,0,0,0,0,4,262,65.5,60,15.0,262,65.5,7,1.75,698.25,216.0,0.25,0.0,0.0,0.0,0.75,3,0.5,26.06795212,10.05002388,3,2,0,0,0,0,0,0,1,25.38960721,5.575949103,5.572154032,4.110873864,5.572154032,65.75,0,Weak,33.049774665059246
jonkraft,33.01925795800071,Average,jonkraft,369,2,9,0,2582.046395,19.91366348,0,1,1,0,0,9,548,60.88888889,169,18.77777778,548,60.88888889,8,0.888888889,7860.555556,141.0,0.0,0.0,0.0,0.0,1.0,2,0.714285714,103.1994621,2.058212093,0,0,0,0,0,0,0,0,0,0.0,5.913503006,6.308098442,5.135798437,6.308098442,123.0,1,Average,33.01925795800071
JasperKent,32.989076986385896,Average,JasperKent,286,1,165,0,2952.389091,97.46381277,1,0,1,0,0,30,47,1.566666667,20,0.666666667,47,1.566666667,2,0.066666667,247.2,164.5,0.0,0.0,0.0,0.0,1.0,4,0.6,596.5716021,137.3184655,0,0,0,0,0,0,0,0,0,0.0,5.659482216,3.871201011,3.044522438,3.871201011,143.0,1,Average,32.989076986385896
zeertzjq,32.9362933057112,Weak,zeertzjq,269,0,6,0,2943.38013,348.5968431,0,0,0,0,0,6,17,2.833333333,1,0.166666667,17,2.833333333,0,0.0,84527.33333,391.5,0.333333333,0.333333333,0.0,0.0,0.5,4,0.333333333,0.713393994,33.86045418,29,8,8,0,1,5,3,0,0,0.41457455,5.598421959,2.890371758,0.693147181,2.890371758,269.0,0,Weak,32.9362933057112
PharosVip,32.89028981341593,Average,PharosVip,306,1,16,0,2665.808793,19.28572588,1,0,1,0,0,16,1200,75.0,86,5.375,1200,75.0,41,2.5625,48038.4375,808.0,0.8125,0.0,0.0,0.0,0.1875,3,0.5,556.9903439,1.484186528,0,0,0,0,0,0,0,0,0,0.0,5.726847748,7.090909822,4.465908119,7.090909822,153.0,1,Average,32.89028981341593
Prathamesh61,32.88379009292589,Average,Prathamesh61,244,231,18,0,2476.621491,137.7033077,1,0,1,0,0,18,12,0.666666667,4,0.222222222,12,0.666666667,0,0.0,3303.388889,380.0,0.222222222,0.0,0.0,0.055555556,0.722222222,2,0.909090909,132.3659581,137.2231109,0,0,0,0,0,0,0,0,0,0.0,5.501258211,2.564949357,1.609437912,2.564949357,1.051724138,1,Average,32.88379009292589
